easting	northing	depth	day number	days from start 1995	decimal year	Mw	rupture diameter	LATITUDE	LONGITUDE
285.30	4701.5	-6075.0	38973.23090278	4273.2309028	2006.7000	0.88444	31.590	35.282458	139.012826
1578.7	817.30	-2198.0	38973.26706019	4273.2670602	2006.7000	1.0626	38.782	35.247449	139.027035
1841.3	-468.10	-3502.0	38973.31748843	4273.3174884	2006.7000	0.70628	25.732	35.235860	139.029915
1865.2	421.50	-2728.0	38974.04612269	4274.0461227	2006.7028	0.79536	28.511	35.243880	139.030176
1879.3	421.00	-2694.0	38974.05421296	4274.0542130	2006.7028	0.79536	28.511	35.243876	139.030339
-1098.7	-2925.7	-3629.0	38974.49121528	4274.4912153	2006.7028	0.97352	35.002	35.213708	138.997624
1668.2	708.40	-2038.0	38974.79806713	4274.7980671	2006.7028	0.52812	20.960	35.246464	139.028011
1506.2	278.60	-2214.0	38975.00774306	4275.0077431	2006.7056	0.17180	13.907	35.242590	139.026237
1665.7	705.10	-2032.0	38975.07938657	4275.0793866	2006.7056	0.61720	23.224	35.246436	139.027979
1789.5	417.40	-2667.0	38975.53943287	4275.5394329	2006.7056	0.97352	35.002	35.243844	139.029346
1823.8	429.70	-2675.0	38975.67472222	4275.6747222	2006.7056	0.79536	28.511	35.243953	139.029720
1739.9	542.40	-2384.0	38975.67509259	4275.6750926	2006.7056	0.52812	20.960	35.244967	139.028792
1942.9	264.30	-3028.0	38975.90893519	4275.9089352	2006.7056	0.97352	35.002	35.242460	139.031022
2182.9	524.00	-2858.0	38976.00961806	4276.0096181	2006.7083	1.1517	42.970	35.244804	139.033675
1564.0	369.30	-2094.0	38976.94032407	4276.9403241	2006.7083	0.61720	23.224	35.243408	139.026872
1765.0	-1659.5	-3842.0	38977.03631944	4277.0363194	2006.7111	0.70628	25.732	35.225122	139.029069
587.40	-2262.7	-4791.0	38977.77423611	4277.7742361	2006.7111	0.70628	25.732	35.219686	139.016130
664.10	-2357.7	-4690.0	38977.77890046	4277.7789005	2006.7111	0.97352	35.002	35.218827	139.016976
605.50	-2342.7	-4669.0	38977.77951389	4277.7795139	2006.7111	1.0626	38.782	35.218966	139.016341
589.90	-2306.9	-4801.0	38977.78511574	4277.7851157	2006.7111	0.61720	23.224	35.219287	139.016162
662.50	-2374.5	-4693.0	38977.81569444	4277.8156944	2006.7111	1.0626	38.782	35.218677	139.016960
1242.4	-890.30	-4099.0	38978.54844907	4278.5484491	2006.7139	0.70628	25.732	35.232056	139.023340
791.10	-1041.0	-5173.0	38979.48835648	4279.4883565	2006.7167	0.79536	28.511	35.230697	139.018376
1227.7	1283.5	-1010.0	38979.51020833	4279.5102083	2006.7167	0.43904	18.917	35.251648	139.023177
1650.6	234.70	-2151.0	38979.88106481	4279.8810648	2006.7167	0.082720	12.551	35.242196	139.027816
1673.1	749.30	-2136.0	38979.88118056	4279.8811806	2006.7167	1.0626	38.782	35.246834	139.028060
1060.1	-1856.4	-4361.0	38979.89776620	4279.8977662	2006.7167	0.52812	20.960	35.223348	139.021338
1439.0	174.10	-2196.0	38979.90537037	4279.9053704	2006.7167	0.70628	25.732	35.241650	139.025488
1573.7	474.30	-2050.0	38980.26582176	4280.2658218	2006.7194	0.52812	20.960	35.244356	139.026969
1707.7	509.70	-2619.0	38980.27543981	4280.2754398	2006.7194	0.52812	20.960	35.244674	139.028451
1504.6	-511.10	-3256.0	38981.02278935	4281.0227893	2006.7222	0.17180	13.907	35.235474	139.026221
1705.0	535.10	-2643.0	38981.05151620	4281.0515162	2006.7222	0.17180	13.907	35.244902	139.028418
1522.4	-319.70	-2895.0	38981.06625000	4281.0662500	2006.7222	0.70628	25.732	35.237199	139.026416
1789.8	-626.10	-2870.0	38981.13797454	4281.1379745	2006.7222	0.34996	17.073	35.234436	139.029346
1857.1	301.20	-2967.0	38981.21608796	4281.2160880	2006.7222	0.34996	17.073	35.242794	139.030094
1863.3	326.30	-2985.0	38981.21608796	4281.2160880	2006.7222	0.26088	15.409	35.243022	139.030160
1787.4	438.50	-2761.0	38981.28736111	4281.2873611	2006.7222	0.61720	23.224	35.244031	139.029329
1880.7	414.10	-2734.0	38981.28769676	4281.2876968	2006.7222	1.5971	71.758	35.243811	139.030355
1918.1	-506.90	-2782.0	38981.29081019	4281.2908102	2006.7222	0.61720	23.224	35.235510	139.030762
2002.2	112.90	-2983.0	38981.29872685	4281.2987269	2006.7222	0.52812	20.960	35.241097	139.031689
1901.3	415.70	-2712.0	38981.30746528	4281.3074653	2006.7222	0.88444	31.590	35.243827	139.030566
1977.9	320.90	-2930.0	38981.35201389	4281.3520139	2006.7222	0.70628	25.732	35.242973	139.031413
1293.1	-2786.9	-3898.0	38981.71769676	4281.7176968	2006.7222	1.3298	52.753	35.214962	139.023893
1101.4	-1756.8	-3800.0	38981.71971065	4281.7197107	2006.7222	0.61720	23.224	35.224243	139.021777
1267.6	-2677.7	-4415.0	38981.72000000	4281.7200000	2006.7222	1.5080	64.763	35.215942	139.023617
957.00	-2570.8	-4594.0	38981.73232639	4281.7323264	2006.7222	0.88444	31.590	35.216907	139.020199
1325.0	-2810.1	-3988.0	38981.73488426	4281.7348843	2006.7222	0.61720	23.224	35.214750	139.024235
1319.9	-365.40	-3702.0	38984.03745370	4284.0374537	2006.7306	0.79536	28.511	35.236788	139.024186
1323.3	-945.10	-4025.0	38985.03354167	4285.0335417	2006.7333	0.34996	17.073	35.231559	139.024219
1306.7	-930.80	-4025.0	38985.06895833	4285.0689583	2006.7333	0.52812	20.960	35.231689	139.024040
398.80	1220.5	-1824.0	38985.13724537	4285.1372454	2006.7333	0.43904	18.917	35.251082	139.014062
1649.5	715.40	-1934.0	38985.79128472	4285.7912847	2006.7333	0.43904	18.917	35.246529	139.027799
479.20	-2047.2	-3730.0	38986.02592593	4286.0259259	2006.7361	0.34996	17.073	35.221627	139.014941
1585.2	808.50	-2181.0	38986.44579861	4286.4457986	2006.7361	1.2408	47.611	35.247367	139.027100
1428.9	-2704.7	-4411.0	38987.95995370	4287.9599537	2006.7389	0.70628	25.732	35.215702	139.025374
1451.7	-2815.0	-4548.0	38987.97071759	4287.9707176	2006.7389	1.0626	38.782	35.214705	139.025635
1396.5	-2727.4	-4514.0	38987.99137731	4287.9913773	2006.7389	1.1517	42.970	35.215495	139.025033
1373.5	-2663.5	-4575.0	38987.99156250	4287.9915625	2006.7389	1.3298	52.753	35.216073	139.024772
1464.0	-2751.0	-4582.0	38987.99336806	4287.9933681	2006.7389	0.61720	23.224	35.215283	139.025765
1526.5	-2833.2	-4283.0	38987.99343750	4287.9934375	2006.7389	0.17180	13.907	35.214543	139.026449
1440.6	-2772.6	-4484.0	38987.99392361	4287.9939236	2006.7389	1.2408	47.611	35.215088	139.025505
1407.1	-2728.8	-4605.0	38987.99412037	4287.9941204	2006.7389	2.0425	119.83	35.215483	139.025146
1460.1	-2659.4	-4522.0	38987.99457176	4287.9945718	2006.7389	2.0425	119.83	35.216109	139.025716
1404.4	-2653.7	-4373.0	38987.99475694	4287.9947569	2006.7389	1.6862	79.508	35.216162	139.025114
1273.7	-2404.1	-4645.0	38987.99638889	4287.9963889	2006.7389	1.3298	52.753	35.218408	139.023682
1665.9	-3272.1	-4040.0	38987.99655093	4287.9965509	2006.7389	1.0626	38.782	35.210588	139.027979
1359.2	-2626.2	-4547.0	38987.99688657	4287.9968866	2006.7389	1.3298	52.753	35.216406	139.024609
1483.6	-2419.0	-4026.0	38988.00003472	4288.0000347	2006.7417	0.43904	18.917	35.218274	139.025977
1381.7	-2715.1	-4607.0	38988.00391204	4288.0039120	2006.7417	0.43904	18.917	35.215609	139.024870
1443.3	-2720.2	-3847.0	38988.00841435	4288.0084143	2006.7417	0.43904	18.917	35.215560	139.025537
1223.1	-861.40	-3906.0	38988.00910880	4288.0091088	2006.7417	0.34996	17.073	35.232316	139.023128
1431.9	-2685.1	-4556.0	38988.01734954	4288.0173495	2006.7417	1.1517	42.970	35.215877	139.025407
1446.5	-2636.5	-4743.0	38988.03719907	4288.0371991	2006.7417	1.0626	38.782	35.216317	139.025570
1375.7	-2651.2	-4561.0	38988.05071759	4288.0507176	2006.7417	0.61720	23.224	35.216182	139.024788
1446.3	-2712.9	-4788.0	38988.05134259	4288.0513426	2006.7417	0.70628	25.732	35.215629	139.025570
1475.7	-2680.9	-4684.0	38988.08592593	4288.0859259	2006.7417	2.3988	180.61	35.215914	139.025895
1487.2	-2654.8	-4621.0	38988.08966435	4288.0896644	2006.7417	0.52812	20.960	35.216150	139.026025
1410.4	-2755.5	-4615.0	38988.09130787	4288.0913079	2006.7417	0.97352	35.002	35.215243	139.025179
1422.7	-2636.1	-4614.0	38988.09488426	4288.0948843	2006.7417	0.79536	28.511	35.216321	139.025309
1393.8	-1900.2	-4691.0	38988.09662037	4288.0966204	2006.7417	0.17180	13.907	35.222953	139.025000
1511.0	-2650.6	-4476.0	38988.10090278	4288.1009028	2006.7417	1.4189	58.451	35.216187	139.026286
1355.4	-1490.2	-4367.0	38988.10474537	4288.1047454	2006.7417	0.61720	23.224	35.226648	139.024577
1415.0	-2721.9	-4694.0	38988.10728009	4288.1072801	2006.7417	0.43904	18.917	35.215548	139.025228
1417.7	-2649.8	-4630.0	38988.12732639	4288.1273264	2006.7417	1.1517	42.970	35.216195	139.025260
1166.2	-2697.3	-4548.0	38988.13453704	4288.1345370	2006.7417	0.97352	35.002	35.215767	139.022493
994.00	-2024.3	-4605.0	38988.13468750	4288.1346875	2006.7417	0.70628	25.732	35.221834	139.020605
1218.7	-2594.7	-4766.0	38988.14989583	4288.1498958	2006.7417	0.34996	17.073	35.216691	139.023079
1772.7	-2370.7	-4303.0	38988.15443287	4288.1544329	2006.7417	0.43904	18.917	35.218713	139.029150
1456.2	-2739.3	-4660.0	38988.16065972	4288.1606597	2006.7417	1.0626	38.782	35.215389	139.025684
1489.0	-2825.9	-4337.0	38988.19606481	4288.1960648	2006.7417	0.61720	23.224	35.214608	139.026042
1513.3	-2867.3	-4222.0	38988.20516204	4288.2051620	2006.7417	0.43904	18.917	35.214233	139.026302
1426.3	-2721.5	-4469.0	38988.21218750	4288.2121875	2006.7417	0.34996	17.073	35.215548	139.025358
1397.7	-2694.6	-4331.0	38988.26976852	4288.2697685	2006.7417	2.6660	245.67	35.215792	139.025033
1477.0	-2799.8	-4366.0	38988.27060185	4288.2706019	2006.7417	1.0626	38.782	35.214844	139.025911
1592.9	-2709.5	-4803.0	38988.27314815	4288.2731482	2006.7417	1.2408	47.611	35.215658	139.027181
1494.6	-2628.4	-4341.0	38988.27337963	4288.2733796	2006.7417	1.3298	52.753	35.216390	139.026107
1426.7	-2696.9	-4673.0	38988.29931713	4288.2993171	2006.7417	0.88444	31.590	35.215771	139.025358
1110.4	-1756.2	-3968.0	38988.30687500	4288.3068750	2006.7417	0.79536	28.511	35.224251	139.021875
1421.7	-2625.6	-4530.0	38988.30841435	4288.3084144	2006.7417	0.70628	25.732	35.216414	139.025309
1440.9	-2768.9	-4700.0	38988.30841435	4288.3084144	2006.7417	0.88444	31.590	35.215120	139.025505
1431.7	-3046.4	-3709.0	38988.33436343	4288.3343634	2006.7417	0.70628	25.732	35.212622	139.025407
1423.5	-2801.1	-4618.0	38988.33604167	4288.3360417	2006.7417	0.88444	31.590	35.214832	139.025326
1365.1	-2731.8	-4459.0	38988.36932870	4288.3693287	2006.7417	1.0626	38.782	35.215458	139.024674
1364.5	-2705.6	-4436.0	38988.36950231	4288.3695023	2006.7417	1.3298	52.753	35.215694	139.024674
1449.8	-2816.3	-4550.0	38988.36960648	4288.3696065	2006.7417	1.3298	52.753	35.214693	139.025602
1529.7	-2890.3	-4712.0	38988.41733796	4288.4173380	2006.7417	1.0626	38.782	35.214030	139.026481
1443.8	-2774.3	-4632.0	38988.49678241	4288.4967824	2006.7417	0.79536	28.511	35.215076	139.025537
1144.9	-3847.2	-4687.0	38988.85569444	4288.8556944	2006.7417	0.34996	17.073	35.205404	139.022266
-472.10	-4144.6	-165.00	38988.85575231	4288.8557523	2006.7417	0.52812	20.960	35.202722	139.004492
1400.5	-2718.0	-4869.0	38988.97549769	4288.9754977	2006.7417	1.0626	38.782	35.215580	139.025065
1399.5	-2813.0	-4610.0	38988.97574074	4288.9757407	2006.7417	0.88444	31.590	35.214726	139.025065
1650.3	-3084.6	-4754.0	38988.97574074	4288.9757407	2006.7417	1.0626	38.782	35.212276	139.027816
1432.1	-2726.3	-4475.0	38988.98664352	4288.9866435	2006.7417	0.43904	18.917	35.215507	139.025423
662.50	-2562.1	-4249.0	38989.09506944	4289.0950694	2006.7444	0.70628	25.732	35.216988	139.016960
1473.4	-2800.7	-4630.0	38989.13268519	4289.1326852	2006.7444	0.70628	25.732	35.214836	139.025863
1728.1	579.20	-1974.0	38989.13405093	4289.1340509	2006.7444	0.26088	15.409	35.245300	139.028678
518.80	-1980.7	-4048.0	38989.75956019	4289.7595602	2006.7444	0.43904	18.917	35.222225	139.015381
1637.9	789.90	-2115.0	38989.77914352	4289.7791435	2006.7444	0.52812	20.960	35.247201	139.027686
64.600	-3052.1	-3185.0	38989.92130787	4289.9213079	2006.7444	-0.0063600	11.328	35.212569	139.010400
1095.6	-4820.2	-1804.0	38989.92332176	4289.9233218	2006.7444	0.70628	25.732	35.196635	139.021712
346.10	-559.20	-737.00	38989.94111111	4289.9411111	2006.7444	0.17180	13.907	35.235038	139.013493
1512.8	-2799.0	-4628.0	38989.98199074	4289.9819907	2006.7444	0.61720	23.224	35.214852	139.026302
1512.4	-2793.0	-4664.0	38989.99010417	4289.9901042	2006.7444	0.97352	35.002	35.214905	139.026302
680.30	3152.3	-1714.0	38990.27989583	4290.2798958	2006.7472	0.52812	20.960	35.268494	139.017155
984.20	2417.1	-1046.0	38990.54303241	4290.5430324	2006.7472	0.43904	18.917	35.261865	139.020492
996.40	2408.7	-1077.0	38990.65875000	4290.6587500	2006.7472	0.61720	23.224	35.261792	139.020638
1591.7	-221.30	104.00	38990.77414352	4290.7741435	2006.7472	0.26088	15.409	35.238086	139.027165
2078.6	-314.70	643.00	38990.83262731	4290.8326273	2006.7472	0.082720	12.551	35.237244	139.032520
1363.6	65.200	324.00	38991.80581019	4291.8058102	2006.7500	0.43904	18.917	35.240666	139.024658
2718.6	767.60	168.00	38991.83359954	4291.8335995	2006.7500	0.26088	15.409	35.246997	139.039551
1940.2	-157.10	695.00	38991.84771991	4291.8477199	2006.7500	-0.0063600	11.328	35.238664	139.031006
1904.2	-98.000	544.00	38991.84843750	4291.8484375	2006.7500	0.26088	15.409	35.239197	139.030599
1728.1	64.300	240.00	38991.84940972	4291.8494097	2006.7500	0.43904	18.917	35.240662	139.028678
1823.2	-65.600	489.00	38991.85377315	4291.8537731	2006.7500	0.79536	28.511	35.239490	139.029720
1829.4	-97.400	555.00	38991.86697917	4291.8669792	2006.7500	0.52812	20.960	35.239201	139.029785
1852.8	-87.700	520.00	38991.86990741	4291.8699074	2006.7500	0.61720	23.224	35.239290	139.030046
1861.7	-123.80	594.00	38991.87192130	4291.8719213	2006.7500	0.61720	23.224	35.238965	139.030143
1818.6	-80.900	514.00	38991.87890046	4291.8789005	2006.7500	0.34996	17.073	35.239351	139.029671
1851.3	-107.40	562.00	38991.89989583	4291.8998958	2006.7500	0.79536	28.511	35.239111	139.030029
784.20	-1809.4	-4495.0	38991.91050926	4291.9105093	2006.7500	1.0626	38.782	35.223771	139.018294
1839.2	-86.400	501.00	38991.94232639	4291.9423264	2006.7500	0.52812	20.960	35.239303	139.029883
1859.6	-89.900	535.00	38991.94353009	4291.9435301	2006.7500	0.43904	18.917	35.239270	139.030111
1042.7	-2945.9	-1505.0	38992.17790509	4292.1779051	2006.7528	1.1517	42.970	35.213525	139.021143
1045.5	-2954.1	-1546.0	38992.17954861	4292.1795486	2006.7528	0.88444	31.590	35.213452	139.021175
1083.0	-2951.6	-1489.0	38992.18520833	4292.1852083	2006.7528	0.52812	20.960	35.213477	139.021582
773.20	-4166.0	-3174.0	38992.18651620	4292.1865162	2006.7528	0.34996	17.073	35.202531	139.018180
719.50	-4116.9	-3157.0	38992.19653935	4292.1965393	2006.7528	0.52812	20.960	35.202970	139.017594
1069.0	-2928.1	-1631.0	38992.20329861	4292.2032986	2006.7528	1.2408	47.611	35.213688	139.021419
1098.9	-2976.6	-1742.0	38992.21973380	4292.2197338	2006.7528	0.88444	31.590	35.213249	139.021761
1047.8	-2985.6	-1730.0	38992.21983796	4292.2198380	2006.7528	1.6862	79.508	35.213171	139.021191
1149.7	-3041.8	-1799.0	38992.22211806	4292.2221181	2006.7528	1.0626	38.782	35.212663	139.022314
1088.3	-2953.0	-1786.0	38992.23221065	4292.2322106	2006.7528	2.0425	119.83	35.213464	139.021631
1156.8	-3011.3	-1904.0	38992.23364583	4292.2336458	2006.7528	2.5770	221.72	35.212935	139.022396
1090.3	-2927.1	-1974.0	38992.23436343	4292.2343634	2006.7528	1.0626	38.782	35.213696	139.021663
1140.4	-3038.0	-1949.0	38992.23476852	4292.2347685	2006.7528	1.9534	108.15	35.212695	139.022217
1223.4	-3036.4	-1535.0	38992.23605324	4292.2360532	2006.7528	1.7752	88.095	35.212712	139.023128
1219.0	-3041.5	-1966.0	38992.24224537	4292.2422454	2006.7528	1.8643	97.609	35.212667	139.023079
1090.2	-2984.0	-2037.0	38992.24486111	4292.2448611	2006.7528	0.97352	35.002	35.213184	139.021663
1031.7	-2978.4	-1986.0	38992.24494213	4292.2449421	2006.7528	1.5971	71.758	35.213236	139.021012
1322.4	-3173.7	-1702.0	38992.24515046	4292.2451505	2006.7528	1.9534	108.15	35.211475	139.024202
1495.6	-3054.5	-1766.0	38992.24520833	4292.2452083	2006.7528	2.4879	200.11	35.212549	139.026107
1365.5	-3148.7	-1313.0	38992.24849537	4292.2484954	2006.7528	0.52812	20.960	35.211698	139.024691
1273.2	-3142.5	-984.00	38992.25005787	4292.2500579	2006.7528	0.34996	17.073	35.211755	139.023665
1180.9	-3176.9	-1789.0	38992.25519676	4292.2551968	2006.7528	0.61720	23.224	35.211446	139.022656
1394.2	-3263.0	-1801.0	38992.25546296	4292.2554630	2006.7528	0.70628	25.732	35.210669	139.025000
1399.6	-3260.9	-1813.0	38992.25546296	4292.2554630	2006.7528	0.79536	28.511	35.210689	139.025065
1393.4	-3236.4	-1855.0	38992.25668981	4292.2566898	2006.7528	0.97352	35.002	35.210909	139.024984
1074.8	-2658.1	-307.00	38992.25730324	4292.2573032	2006.7528	2.4879	200.11	35.216121	139.021484
1394.0	-3223.5	-1866.0	38992.25944444	4292.2594444	2006.7528	0.52812	20.960	35.211023	139.025000
1428.4	-3163.8	-1754.0	38992.26112269	4292.2611227	2006.7528	1.3298	52.753	35.211564	139.025374
1416.4	-3183.4	-1790.0	38992.26224537	4292.2622454	2006.7528	0.70628	25.732	35.211385	139.025244
1350.7	-3197.7	-1441.0	38992.26241898	4292.2624190	2006.7528	1.0626	38.782	35.211259	139.024528
1440.1	-3081.7	-2012.0	38992.26582176	4292.2658218	2006.7528	0.88444	31.590	35.212305	139.025505
1426.6	-3273.8	-1758.0	38992.26712963	4292.2671296	2006.7528	0.97352	35.002	35.210571	139.025358
1301.2	-2724.2	-250.00	38992.26812500	4292.2681250	2006.7528	1.4189	58.451	35.215527	139.023975
1402.7	-3211.3	-1527.0	38992.26910880	4292.2691088	2006.7528	1.0626	38.782	35.211137	139.025098
1345.0	-3324.3	-1553.0	38992.26945602	4292.2694560	2006.7528	0.70628	25.732	35.210116	139.024463
842.10	-3319.4	-1840.0	38992.27258102	4292.2725810	2006.7528	0.52812	20.960	35.210160	139.018929
1332.3	-3147.8	-941.00	38992.27629630	4292.2762963	2006.7528	0.34996	17.073	35.211707	139.024316
1440.5	-3264.3	-1588.0	38992.27987269	4292.2798727	2006.7528	0.79536	28.511	35.210657	139.025505
1326.3	-3239.3	-1137.0	38992.28207176	4292.2820718	2006.7528	0.43904	18.917	35.210885	139.024251
977.60	-2908.4	-1748.0	38992.28621528	4292.2862153	2006.7528	1.0626	38.782	35.213863	139.020426
1553.3	-3298.5	-1252.0	38992.28650463	4292.2865046	2006.7528	0.70628	25.732	35.210347	139.026742
1223.9	-3208.4	-1000.0	38992.29189815	4292.2918981	2006.7528	0.17180	13.907	35.211161	139.023128
1434.4	-3292.5	-1721.0	38992.29766204	4292.2976620	2006.7528	1.3298	52.753	35.210404	139.025439
1456.7	-2973.8	-675.00	38992.29863426	4292.2986343	2006.7528	0.61720	23.224	35.213273	139.025684
1411.3	-3244.5	-1520.0	38992.30041667	4292.3004167	2006.7528	0.26088	15.409	35.210836	139.025179
1387.7	-2731.8	-2275.0	38992.30119213	4292.3011921	2006.7528	0.26088	15.409	35.215458	139.024935
1490.7	-3261.3	-1738.0	38992.30221065	4292.3022106	2006.7528	0.61720	23.224	35.210685	139.026058
1366.0	-3282.8	-1440.0	38992.31048611	4292.3104861	2006.7528	1.1517	42.970	35.210490	139.024691
1324.1	-3210.7	-1499.0	38992.31127315	4292.3112732	2006.7528	0.70628	25.732	35.211141	139.024235
1314.3	-3072.3	-791.00	38992.31836806	4292.3183681	2006.7528	0.17180	13.907	35.212386	139.024121
1183.7	-2895.6	-1891.0	38992.34143519	4292.3414352	2006.7528	0.97352	35.002	35.213981	139.022689
1400.4	-3171.8	-1660.0	38992.34674769	4292.3467477	2006.7528	0.34996	17.073	35.211491	139.025065
1206.5	-2961.2	-2270.0	38992.35542824	4292.3554282	2006.7528	0.88444	31.590	35.213387	139.022933
1237.3	-3415.3	-1327.0	38992.35604167	4292.3560417	2006.7528	0.34996	17.073	35.209294	139.023275
1408.2	-2517.9	-128.00	38992.41604167	4292.4160417	2006.7528	0.52812	20.960	35.217383	139.025146
1403.1	-1901.9	-2187.0	38992.44112269	4292.4411227	2006.7528	0.52812	20.960	35.222937	139.025098
1391.7	-1911.4	-2281.0	38992.44217593	4292.4421759	2006.7528	0.97352	35.002	35.222852	139.024967
1400.1	-1946.8	-2263.0	38992.44241898	4292.4424190	2006.7528	0.70628	25.732	35.222530	139.025065
1412.8	-2015.0	-2496.0	38992.44241898	4292.4424190	2006.7528	0.97352	35.002	35.221916	139.025212
1362.4	-1884.4	-2291.0	38992.44947917	4292.4494792	2006.7528	1.5971	71.758	35.223096	139.024658
1437.9	-1996.4	-2228.0	38992.45092593	4292.4509259	2006.7528	0.43904	18.917	35.222087	139.025472
1421.0	-1886.2	-2188.0	38992.50883102	4292.5088310	2006.7528	0.61720	23.224	35.223079	139.025293
1383.9	-1925.3	-2260.0	38992.50912037	4292.5091204	2006.7528	0.43904	18.917	35.222725	139.024886
1348.6	-2887.5	-282.00	38992.51664352	4292.5166435	2006.7528	0.79536	28.511	35.214054	139.024495
1354.7	-2784.1	-237.00	38992.52512731	4292.5251273	2006.7528	0.88444	31.590	35.214986	139.024561
1486.2	-1971.0	-1628.0	38992.54070602	4292.5407060	2006.7528	0.97352	35.002	35.222314	139.026009
1388.0	-1929.6	-1682.0	38992.54756944	4292.5475694	2006.7528	0.43904	18.917	35.222689	139.024935
1524.9	-2021.1	-1467.0	38992.55328704	4292.5532870	2006.7528	0.52812	20.960	35.221863	139.026432
1428.1	-2214.0	-43.000	38992.57505787	4292.5750579	2006.7528	1.1517	42.970	35.220125	139.025374
1376.4	-3631.9	-2557.0	38992.57806713	4292.5780671	2006.7528	1.0626	38.782	35.207345	139.024805
1349.7	-2965.3	-62.000	38992.59181713	4292.5918171	2006.7528	0.79536	28.511	35.213350	139.024512
1361.1	-2965.0	-59.000	38992.59913194	4292.5991319	2006.7528	1.0626	38.782	35.213354	139.024642
1436.5	-2708.0	82.000	38992.65031250	4292.6503125	2006.7528	0.79536	28.511	35.215670	139.025456
1371.3	-2924.9	-36.000	38992.65988426	4292.6598843	2006.7528	0.61720	23.224	35.213717	139.024740
1479.0	-2200.3	-165.00	38992.66123843	4292.6612384	2006.7528	1.2408	47.611	35.220247	139.025928
1602.5	-2759.3	-719.00	38992.68501157	4292.6850116	2006.7528	0.70628	25.732	35.215210	139.027295
1622.9	-2115.1	-1241.0	38992.69899306	4292.6989931	2006.7528	0.52812	20.960	35.221016	139.027507
1154.1	-2799.4	-185.00	38992.71062500	4292.7106250	2006.7528	1.1517	42.970	35.214848	139.022363
1312.6	-2703.4	15.000	38992.71457176	4292.7145718	2006.7528	0.70628	25.732	35.215715	139.024105
1217.7	-2805.4	-101.00	38992.74729167	4292.7472917	2006.7528	1.2408	47.611	35.214795	139.023063
1277.4	-2742.5	-270.00	38992.75383102	4292.7538310	2006.7528	1.2408	47.611	35.215361	139.023714
1233.3	-2720.3	-284.00	38992.75394676	4292.7539468	2006.7528	1.1517	42.970	35.215560	139.023226
1230.9	-2809.1	-182.00	38992.75546296	4292.7554630	2006.7528	0.88444	31.590	35.214762	139.023210
1055.5	-2767.2	-113.00	38992.76115741	4292.7611574	2006.7528	1.3298	52.753	35.215137	139.021273
1206.5	-2672.1	84.000	38992.79614583	4292.7961458	2006.7528	0.34996	17.073	35.215995	139.022933
1145.6	-2762.1	-24.000	38992.79686343	4292.7968634	2006.7528	0.97352	35.002	35.215186	139.022266
1231.4	-2818.6	-90.000	38992.80930556	4292.8093056	2006.7528	1.1517	42.970	35.214673	139.023210
1275.1	-2807.1	-53.000	38992.80940972	4292.8094097	2006.7528	1.0626	38.782	35.214779	139.023698
1129.2	-2770.4	-11.000	38992.80958333	4292.8095833	2006.7528	0.97352	35.002	35.215108	139.022087
1624.2	-2789.4	-495.00	38992.81150463	4292.8115046	2006.7528	0.52812	20.960	35.214937	139.027523
1335.6	-2941.5	-63.000	38992.81369213	4292.8136921	2006.7528	0.70628	25.732	35.213566	139.024349
1593.6	-2141.4	-1636.0	38992.88406250	4292.8840625	2006.7528	0.70628	25.732	35.220776	139.027197
1568.0	-2100.8	-1780.0	38992.89214120	4292.8921412	2006.7528	0.88444	31.590	35.221143	139.026904
1629.2	-2136.1	-1737.0	38992.91011574	4292.9101157	2006.7528	0.17180	13.907	35.220825	139.027588
1458.4	-2113.8	-1920.0	38992.91181713	4292.9118171	2006.7528	0.082720	12.551	35.221029	139.025700
1849.5	-202.90	-78.000	38992.95320602	4292.9532060	2006.7528	-0.18452	9.2272	35.238253	139.029997
1688.3	-2153.9	-1738.0	38992.95703704	4292.9570370	2006.7528	0.34996	17.073	35.220667	139.028239
1510.2	-2100.0	-1570.0	38992.96381944	4292.9638194	2006.7528	0.52812	20.960	35.221151	139.026270
1607.0	-2112.8	-1845.0	38992.96681713	4292.9668171	2006.7528	0.88444	31.590	35.221037	139.027344
1572.7	-2116.4	-1818.0	38992.98476852	4292.9847685	2006.7528	0.61720	23.224	35.221004	139.026953
1464.6	-2124.4	-1971.0	38992.98502315	4292.9850232	2006.7528	0.34996	17.073	35.220931	139.025781
1573.0	-2017.0	-1833.0	38992.98765046	4292.9876505	2006.7528	0.79536	28.511	35.221899	139.026969
1608.9	-2076.7	-1857.0	38992.99075231	4292.9907523	2006.7528	0.34996	17.073	35.221362	139.027360
1477.3	-2074.6	-1864.0	38993.00293981	4293.0029398	2006.7556	0.79536	28.511	35.221379	139.025911
1557.7	-2097.3	-1913.0	38993.00337963	4293.0033796	2006.7556	1.0626	38.782	35.221175	139.026790
1589.5	-2106.6	-1965.0	38993.00342593	4293.0034259	2006.7556	1.3298	52.753	35.221090	139.027148
1590.0	-2048.9	-1858.0	38993.00351852	4293.0035185	2006.7556	0.61720	23.224	35.221611	139.027148
1658.5	-2130.3	-1918.0	38993.01148148	4293.0114815	2006.7556	0.70628	25.732	35.220878	139.027897
1447.6	-2422.3	-1131.0	38993.01914352	4293.0191435	2006.7556	0.34996	17.073	35.218245	139.025586
1534.0	-2058.8	-1773.0	38993.04460648	4293.0446065	2006.7556	0.34996	17.073	35.221521	139.026530
