easting	northing	depth	day number	days from start 1995	decimal year	Mw	rupture diameter	LATITUDE	LONGITUDE
354.80	-6688.2	-6200.0	34827.69928241	127.69928241	1995.3528	1.5080	64.763	35.179797	139.013574
1041.9	-508.90	-2588.0	34833.42674769	133.42674769	1995.3694	0.97352	35.002	35.235494	139.021126
878.60	2862.0	-1579.0	34858.90319444	158.90319444	1995.4361	1.1517	42.970	35.265877	139.019336
2309.6	-300.00	613.00	34859.48737269	159.48737269	1995.4389	0.97352	35.002	35.237374	139.035059
540.10	-2444.7	-4363.0	34880.35748843	180.35748843	1995.4972	1.0626	38.782	35.218046	139.015625
608.30	-2380.0	-4242.0	34880.35748843	180.35748843	1995.4972	0.97352	35.002	35.218628	139.016374
862.40	-1251.7	-2758.0	34893.12502315	193.12502315	1995.5333	1.1517	42.970	35.228796	139.019157
1179.6	-2372.3	-5077.0	34894.85340278	194.85340278	1995.5361	0.70628	25.732	35.218697	139.022640
1409.0	-2075.0	-3402.0	34902.78785880	202.78785880	1995.5583	0.88444	31.590	35.221379	139.025163
1389.8	-2030.3	-3150.0	34902.80325231	202.80325231	1995.5583	1.5080	64.763	35.221781	139.024951
1302.1	-2070.7	-3393.0	34902.83287037	202.83287037	1995.5583	1.2408	47.611	35.221415	139.023991
1280.8	-2120.2	-3213.0	34902.83709491	202.83709491	1995.5583	0.34996	17.073	35.220968	139.023747
1386.0	-2127.8	-3144.0	34917.03368056	217.03368056	1995.5972	1.5971	71.758	35.220903	139.024902
1345.3	-2193.7	-3166.0	34917.38490741	217.38490741	1995.5972	1.0626	38.782	35.220308	139.024463
1339.2	-2189.8	-3231.0	34917.42200231	217.42200231	1995.5972	0.97352	35.002	35.220341	139.024398
1284.7	-2053.1	-3227.0	34917.63884259	217.63884259	1995.5972	1.7752	88.095	35.221574	139.023796
1295.0	-2213.3	-3367.0	34917.79771991	217.79771991	1995.5972	1.0626	38.782	35.220129	139.023910
-93.300	-3293.5	-3814.0	34921.08723380	221.08723380	1995.6083	0.79536	28.511	35.210396	139.008659
1482.0	-2202.9	-4729.0	34928.17932870	228.17932870	1995.6278	0.52812	20.960	35.220223	139.025960
2711.2	-1042.5	457.00	34930.76314815	230.76314815	1995.6333	0.26088	15.409	35.230684	139.039469
1239.0	-629.90	-3355.0	34935.77539352	235.77539352	1995.6472	1.3298	52.753	35.234403	139.023291
777.80	-742.80	-3057.0	34937.73980324	237.73980324	1995.6528	0.70628	25.732	35.233386	139.018229
993.60	-754.50	-2600.0	34937.74241898	237.74241898	1995.6528	0.70628	25.732	35.233280	139.020605
618.00	-5978.4	-5505.0	34941.76256944	241.76256944	1995.6639	0.97352	35.002	35.186194	139.016471
1023.8	1619.3	-2438.0	34947.89631944	247.89631944	1995.6778	0.43904	18.917	35.254675	139.020931
1098.3	-1173.1	-3101.0	34955.17810185	255.17810185	1995.7000	0.43904	18.917	35.229504	139.021745
1384.6	-8273.3	-8936.0	34978.99459491	278.99459491	1995.7639	1.3298	52.753	35.165507	139.024886
72.900	-9079.5	-5940.0	34983.56156250	283.56156250	1995.7778	1.6862	79.508	35.158244	139.010482
1793.3	-2098.3	-5133.0	34985.91388889	285.91388889	1995.7833	1.1517	42.970	35.221167	139.029378
-26.000	-5046.6	-1102.0	34989.03833333	289.03833333	1995.7944	0.97352	35.002	35.194592	139.009391
1178.5	-1541.1	-4158.0	35005.10030093	305.10030093	1995.8361	0.70628	25.732	35.226188	139.022624
1540.1	-528.50	-483.00	35006.23413194	306.23413194	1995.8389	0.88444	31.590	35.235315	139.026611
545.00	4525.8	-2376.0	35012.93836806	312.93836806	1995.8556	0.52812	20.960	35.280872	139.015674
1601.7	-6381.3	-6903.0	35027.07436343	327.07436343	1995.8972	0.52812	20.960	35.182560	139.027279
766.90	2758.4	-1379.0	35030.93787037	330.93787037	1995.9056	0.34996	17.073	35.264941	139.018115
912.60	-3074.7	-2219.0	35034.08372685	334.08372685	1995.9167	0.17180	13.907	35.212366	139.019710
-2782.2	-532.80	-1501.0	35036.24263889	336.24263889	1995.9222	0.97352	35.002	35.235278	138.979118
-2865.7	-495.50	-1486.0	35036.24388889	336.24388889	1995.9222	0.61720	23.224	35.235612	138.978206
-2321.9	-801.70	-1528.0	35036.25577546	336.25577546	1995.9222	0.79536	28.511	35.232853	138.984180
-2748.7	-521.40	-1452.0	35036.25744213	336.25744213	1995.9222	1.0626	38.782	35.235380	138.979492
-2277.9	-514.80	-1470.0	35036.26114583	336.26114583	1995.9222	0.70628	25.732	35.235441	138.984652
-2710.4	-646.60	-1427.0	35036.28077546	336.28077546	1995.9222	0.79536	28.511	35.234253	138.979915
-3064.8	4392.5	224.00	35051.45177083	351.45177083	1995.9639	1.3298	52.753	35.279671	138.976009
2060.6	-2381.7	-5346.0	35053.86851852	353.86851852	1995.9694	0.79536	28.511	35.218612	139.032324
1050.3	-1764.4	-3711.0	35063.75841435	363.75841435	1995.9972	1.2408	47.611	35.224178	139.021224
1829.1	543.50	-4428.0	35071.39373843	371.39373843	1996.0167	1.2408	47.611	35.244979	139.029785
196.20	-2383.1	-301.00	35087.15962963	387.15962963	1996.0611	2.0425	119.83	35.218599	139.011833
263.10	-2453.0	-162.00	35087.16767361	387.16767361	1996.0611	1.5080	64.763	35.217969	139.012581
344.70	-2392.3	-198.00	35087.20430556	387.20430556	1996.0611	2.2206	147.11	35.218518	139.013477
467.70	-2080.3	-3963.0	35090.95065972	390.95065972	1996.0694	1.7752	88.095	35.221330	139.014827
908.90	-2491.3	-4351.0	35090.95106481	390.95106481	1996.0694	1.8643	97.609	35.217623	139.019661
2299.9	-1197.6	132.00	35095.05090278	395.05090278	1996.0833	1.8643	97.609	35.229285	139.034945
559.30	-2481.2	-4611.0	35101.14204861	401.14204861	1996.0972	2.0425	119.83	35.217716	139.015820
1022.8	-2949.7	-4415.0	35101.15285880	401.15285880	1996.0972	1.6862	79.508	35.213493	139.020915
1737.6	-1812.2	-4972.0	35106.45622685	406.45622685	1996.1111	1.5971	71.758	35.223747	139.028776
1575.2	-1569.2	-3795.0	35109.15218750	409.15218750	1996.1194	0.43904	18.917	35.225936	139.026986
978.20	-825.00	-2331.0	35116.13199074	416.13199074	1996.1389	0.79536	28.511	35.232642	139.020426
755.50	4850.6	-1368.0	35116.23925926	416.23925926	1996.1389	1.2408	47.611	35.283801	139.017985
-714.00	-4713.2	-5313.0	35123.10434028	423.10434028	1996.1583	1.4189	58.451	35.197599	139.001839
487.50	-3096.8	-5725.0	35139.04605324	439.04605324	1996.2056	1.4189	58.451	35.212166	139.015039
438.10	-3051.5	-5698.0	35147.00372685	447.00372685	1996.2278	0.88444	31.590	35.212577	139.014502
841.50	1485.5	-801.00	35147.90325231	447.90325231	1996.2278	0.34996	17.073	35.253471	139.018929
817.20	2289.7	-773.00	35150.98178241	450.98178241	1996.2361	0.70628	25.732	35.260718	139.018669
2384.0	349.30	-2984.0	35175.22724537	475.22724537	1996.3028	0.88444	31.590	35.243229	139.035872
1305.5	-434.00	-3457.0	35176.68313657	476.68313657	1996.3056	1.4189	58.451	35.236169	139.024023
745.20	-2726.1	-4807.0	35180.81333333	480.81333333	1996.3167	0.61720	23.224	35.215507	139.017871
1884.0	-2221.8	-5546.0	35183.29216435	483.29216435	1996.3250	0.70628	25.732	35.220052	139.030387
671.90	-1961.9	-4229.0	35184.12171296	484.12171296	1996.3278	1.0626	38.782	35.222396	139.017057
1120.6	-2115.1	-4121.0	35191.95025463	491.95025463	1996.3472	0.97352	35.002	35.221016	139.021989
1164.9	-2047.2	-4198.0	35191.95730324	491.95730324	1996.3472	0.79536	28.511	35.221627	139.022477
1137.7	-2162.0	-4223.0	35191.95844907	491.95844907	1996.3472	0.79536	28.511	35.220593	139.022184
776.40	-6565.6	-5856.0	35198.52778935	498.52778935	1996.3667	1.3298	52.753	35.180900	139.018213
729.80	-6277.9	-5870.0	35202.22100694	502.22100694	1996.3778	1.4189	58.451	35.183492	139.017692
1368.9	-744.10	-1897.0	35204.29049769	504.29049769	1996.3833	0.79536	28.511	35.233374	139.024723
886.50	-1127.9	-3673.0	35207.30886574	507.30886574	1996.3917	0.43904	18.917	35.229915	139.019417
605.70	-2528.7	-4713.0	35224.18520833	524.18520833	1996.4361	0.88444	31.590	35.217289	139.016341
1411.1	-1280.7	-2335.0	35227.92935185	527.92935185	1996.4444	0.52812	20.960	35.228536	139.025179
1230.9	-1117.2	-2670.0	35227.92989583	527.92989583	1996.4444	0.52812	20.960	35.230009	139.023210
1030.3	-2652.6	-5644.0	35231.08865741	531.08865741	1996.4556	0.97352	35.002	35.216170	139.020996
428.40	-2021.6	-6350.0	35238.90454861	538.90454861	1996.4750	0.79536	28.511	35.221859	139.014388
1371.3	-631.60	-1984.0	35258.13777778	558.13777778	1996.5306	0.082720	12.551	35.234387	139.024756
1369.2	2392.8	-876.00	35275.86144676	575.86144676	1996.5778	0.43904	18.917	35.261646	139.024723
2568.1	-1407.7	-4852.0	35306.87353009	606.87353009	1996.6611	0.88444	31.590	35.227393	139.037891
1204.5	-7250.5	-6928.0	35343.16789352	643.16789352	1996.7611	0.88444	31.590	35.174727	139.022917
1491.9	-830.10	-2396.0	35358.30180556	658.30180556	1996.8028	0.26088	15.409	35.232597	139.026074
2459.5	1555.1	-3170.0	35365.81734954	665.81734954	1996.8222	0.61720	23.224	35.254097	139.036702
464.70	-3257.8	-5083.0	35368.07547454	668.07547454	1996.8306	0.88444	31.590	35.210718	139.014795
1485.3	-1794.8	-1394.0	35378.29765046	678.29765046	1996.8556	0.70628	25.732	35.223901	139.026009
265.50	-990.20	-4963.0	35379.49979167	679.49979167	1996.8583	0.97352	35.002	35.231156	139.012598
1234.5	-1098.7	-2870.0	35383.78596065	683.78596065	1996.8694	0.43904	18.917	35.230176	139.023242
298.60	-1636.3	-2862.0	35408.93868056	708.93868056	1996.9389	0.61720	23.224	35.225330	139.012972
1844.6	-2221.6	-5668.0	35411.37452546	711.37452546	1996.9472	1.1517	42.970	35.220056	139.029948
2036.2	-2285.3	-5064.0	35446.20818287	746.20818287	1997.0417	0.97352	35.002	35.219482	139.032048
94.400	-1086.4	-96.000	35446.26120370	746.26120370	1997.0417	0.43904	18.917	35.230286	139.010726
325.40	-977.30	-971.00	35460.91692130	760.91692130	1997.0806	0.97352	35.002	35.231270	139.013265
48.300	-1365.8	-1318.0	35464.21851852	764.21851852	1997.0889	0.43904	18.917	35.227771	139.010221
1245.1	-2325.2	-5003.0	35465.27245370	765.27245370	1997.0917	1.8643	97.609	35.219120	139.023356
-870.20	3478.6	-1575.0	35490.08114583	790.08114583	1997.1667	0.70628	25.732	35.271436	139.000114
-861.20	3374.3	-1644.0	35490.11755787	790.11755787	1997.1667	1.6862	79.508	35.270496	139.000228
-873.00	3379.8	-1550.0	35490.11976852	790.11976852	1997.1667	0.52812	20.960	35.270544	139.000098
-908.90	3366.0	-1630.0	35490.16700231	790.16700231	1997.1667	1.5971	71.758	35.270418	138.999691
-956.80	3311.4	-1491.0	35490.16776620	790.16776620	1997.1667	0.52812	20.960	35.269926	138.999170
-755.50	3299.9	-1465.0	35491.49910880	791.49910880	1997.1694	1.1517	42.970	35.269824	139.001383
-1004.5	3584.8	-1655.0	35491.61236111	791.61236111	1997.1694	0.97352	35.002	35.272392	138.998649
-926.70	3365.8	-1574.0	35492.02892361	792.02892361	1997.1722	0.70628	25.732	35.270418	138.999495
-942.60	3368.6	-1475.0	35492.03027778	792.03027778	1997.1722	1.7752	88.095	35.270443	138.999333
-951.60	3333.9	-1542.0	35492.03098380	792.03098380	1997.1722	2.2206	147.11	35.270129	138.999235
-735.80	3230.0	-1526.0	35492.06226852	792.06226852	1997.1722	0.26088	15.409	35.269194	139.001595
-364.30	3277.0	-1576.0	35492.09431713	792.09431713	1997.1722	0.26088	15.409	35.269617	139.005680
-1041.4	3348.7	-1414.0	35493.46791667	793.46791667	1997.1750	1.3298	52.753	35.270264	138.998242
-645.90	3520.1	-1731.0	35493.54418981	793.54418981	1997.1750	1.1517	42.970	35.271810	139.002588
-508.50	3851.1	-2261.0	35495.12916667	795.12916667	1997.1806	1.1517	42.970	35.274792	139.004102
-769.80	3716.9	-1875.0	35495.14533565	795.14533565	1997.1806	0.70628	25.732	35.273584	139.001221
-745.90	3702.1	-1869.0	35495.60005787	795.60005787	1997.1806	0.79536	28.511	35.273450	139.001481
-688.60	3708.6	-1920.0	35495.85435185	795.85435185	1997.1806	0.61720	23.224	35.273507	139.002116
-1235.0	3419.5	-1980.0	35495.85554398	795.85554398	1997.1806	0.88444	31.590	35.270903	138.996110
-587.70	3830.3	-1728.0	35495.89318287	795.89318287	1997.1806	1.9534	108.15	35.274605	139.003223
-935.70	3720.3	-1756.0	35496.07875000	796.07875000	1997.1833	1.5971	71.758	35.273612	138.999398
-604.20	3269.7	-1454.0	35497.38694444	797.38694444	1997.1861	0.34996	17.073	35.269552	139.003044
774.40	-3215.5	-3777.0	35497.62484954	797.62484954	1997.1861	1.1517	42.970	35.211096	139.018197
-672.90	3292.4	-1407.0	35497.91218750	797.91218750	1997.1861	0.79536	28.511	35.269755	139.002295
-486.80	3455.0	-1460.0	35497.93013889	797.93013889	1997.1861	0.34996	17.073	35.271220	139.004329
-724.60	3274.6	-1435.0	35498.18458333	798.18458333	1997.1889	0.34996	17.073	35.269596	139.001725
638.60	-3244.4	-3937.0	35498.24201389	798.24201389	1997.1889	1.0626	38.782	35.210836	139.016699
-724.40	3315.1	-1393.0	35498.58990741	798.58990741	1997.1889	0.43904	18.917	35.269958	139.001725
-678.40	3292.1	-1466.0	35500.02182870	800.02182870	1997.1944	0.34996	17.073	35.269755	139.002230
-590.30	3347.4	-1587.0	35507.08452546	807.08452546	1997.2139	0.97352	35.002	35.270251	139.003190
-340.40	3449.7	-1638.0	35507.80623843	807.80623843	1997.2139	1.4189	58.451	35.271175	139.005941
-400.90	3667.3	-1689.0	35508.95305556	808.95305556	1997.2167	0.61720	23.224	35.273136	139.005273
-334.30	3395.9	-1754.0	35509.30339120	809.30339120	1997.2194	1.1517	42.970	35.270687	139.006006
-368.30	3572.8	-1713.0	35509.34299769	809.34299769	1997.2194	0.61720	23.224	35.272282	139.005632
-403.90	3560.3	-1719.0	35509.39519676	809.39519676	1997.2194	0.61720	23.224	35.272172	139.005241
2158.5	553.00	-2867.0	35516.05755787	816.05755787	1997.2389	0.34996	17.073	35.245064	139.033398
-449.20	3618.0	-1862.0	35524.86223380	824.86223380	1997.2583	0.43904	18.917	35.272689	139.004753
-82.800	3595.5	-1669.0	35525.60865741	825.60865741	1997.2611	1.6862	79.508	35.272489	139.008773
-338.10	3546.1	-1827.0	35526.15679398	826.15679398	1997.2639	0.97352	35.002	35.272042	139.005973
1417.9	944.20	-2681.0	35526.17966435	826.17966435	1997.2639	1.1517	42.970	35.248592	139.025260
-24.000	-1260.9	-780.00	35526.23458333	826.23458333	1997.2639	0.34996	17.073	35.228715	139.009424
-127.90	3672.5	-1758.0	35526.55688657	826.55688657	1997.2639	0.70628	25.732	35.273181	139.008285
2113.3	6214.5	-409.00	35533.90498843	833.90498843	1997.2833	0.70628	25.732	35.296094	139.032910
1589.5	-910.40	-4093.0	35534.65500000	834.65500000	1997.2861	0.97352	35.002	35.231873	139.027148
848.20	-1575.8	-4635.0	35537.13175926	837.13175926	1997.2944	0.61720	23.224	35.225875	139.019010
331.50	4403.8	-1625.0	35547.23649306	847.23649306	1997.3222	-0.0063600	11.328	35.279773	139.013330
3591.9	3796.6	-5817.0	35551.06364583	851.06364583	1997.3333	0.70628	25.732	35.274300	139.049154
386.10	4148.2	-1499.0	35552.88008102	852.88008102	1997.3361	0.61720	23.224	35.277470	139.013932
1371.8	-5225.6	-5416.0	35556.63326389	856.63326389	1997.3472	1.5971	71.758	35.192977	139.024756
332.10	-1023.8	-112.00	35562.96440972	862.96440972	1997.3639	0.61720	23.224	35.230851	139.013330
704.10	-2782.7	-4200.0	35585.17872685	885.17872685	1997.4250	1.2408	47.611	35.214998	139.017415
1169.2	1287.0	-1419.0	35587.10894676	887.10894676	1997.4306	-0.0063600	11.328	35.251681	139.022526
1390.2	-2029.4	-2136.0	35618.95769676	918.95769676	1997.5167	0.52812	20.960	35.221785	139.024951
1070.4	2133.8	-1214.0	35627.97089120	927.97089120	1997.5417	0.43904	18.917	35.259314	139.021452
868.70	2125.6	-1407.0	35627.98284722	927.98284722	1997.5417	0.61720	23.224	35.259241	139.019222
1063.8	2163.3	-1210.0	35627.99612269	927.99612269	1997.5417	0.26088	15.409	35.259578	139.021370
1139.6	2232.4	-1152.0	35628.12771991	928.12771991	1997.5444	0.17180	13.907	35.260201	139.022201
1722.5	2627.7	266.00	35628.49774306	928.49774306	1997.5444	0.97352	35.002	35.263765	139.028613
1172.3	2148.3	-1370.0	35628.50349537	928.50349537	1997.5444	0.70628	25.732	35.259444	139.022559
1144.5	1977.9	-1616.0	35628.52694444	928.52694444	1997.5444	1.2408	47.611	35.257906	139.022266
-1455.4	-462.30	-1634.0	35650.20109954	950.20109954	1997.6028	0.61720	23.224	35.235913	138.993701
-439.20	1508.0	-1838.0	35650.36074074	950.36074074	1997.6028	0.79536	28.511	35.253670	139.004850
-1424.4	-471.00	-1219.0	35650.53812500	950.53812500	1997.6028	0.52812	20.960	35.235836	138.994043
-1143.8	-538.50	-970.00	35651.25908565	951.25908565	1997.6056	1.0626	38.782	35.235225	138.997119
-1204.8	-555.80	-1215.0	35651.26143519	951.26143519	1997.6056	0.17180	13.907	35.235071	138.996452
-1803.0	498.20	-800.00	35651.47285880	951.47285880	1997.6056	0.26088	15.409	35.244572	138.989876
-1194.1	-903.40	-951.00	35652.38302083	952.38302083	1997.6083	1.4189	58.451	35.231938	138.996566
-1163.1	-832.50	-503.00	35652.83851852	952.83851852	1997.6083	0.43904	18.917	35.232576	138.996908
730.70	-3872.2	-5668.0	35656.94025463	956.94025463	1997.6194	1.5971	71.758	35.205176	139.017708
534.10	6256.2	-2473.0	35672.82362269	972.82362269	1997.6639	1.2408	47.611	35.296468	139.015560
1207.0	3078.7	-548.00	35678.13055556	978.13055556	1997.6778	0.34996	17.073	35.267830	139.022949
1415.3	-1927.8	-2423.0	35678.47364583	978.47364583	1997.6778	1.8643	97.609	35.222705	139.025228
1692.8	-1423.9	-1591.0	35678.47746528	978.47746528	1997.6778	1.4189	58.451	35.227246	139.028288
1004.8	-761.10	-2907.0	35697.86982639	997.86982639	1997.7306	0.79536	28.511	35.233219	139.020719
732.80	-2746.9	-4466.0	35702.77821759	1002.7782176	1997.7444	0.52812	20.960	35.215320	139.017741
772.10	-1299.4	-4273.0	35706.26045139	1006.2604514	1997.7556	0.61720	23.224	35.228369	139.018164
1222.2	-564.10	-2236.0	35706.49004630	1006.4900463	1997.7556	1.0626	38.782	35.234993	139.023112
1824.9	-2361.3	-5915.0	35717.01238426	1017.0123843	1997.7861	0.79536	28.511	35.218795	139.029736
1625.5	1595.1	-1903.0	35726.90634259	1026.9063426	1997.8111	0.43904	18.917	35.254456	139.027539
960.40	1377.4	-1105.0	35748.35984954	1048.3598495	1997.8694	0.61720	23.224	35.252494	139.020231
748.70	1309.0	-915.00	35748.36250000	1048.3625000	1997.8694	0.43904	18.917	35.251880	139.017904
945.40	1360.0	-1067.0	35748.36421296	1048.3642130	1997.8694	0.61720	23.224	35.252340	139.020068
669.10	1287.2	-1215.0	35748.37466435	1048.3746643	1997.8694	0.88444	31.590	35.251681	139.017041
858.50	1189.8	-1275.0	35748.37751157	1048.3775116	1997.8694	1.0626	38.782	35.250806	139.019124
881.30	1359.1	-818.00	35748.38405093	1048.3840509	1997.8694	1.5080	64.763	35.252332	139.019368
731.10	1395.6	-906.00	35748.38633102	1048.3863310	1997.8694	0.61720	23.224	35.252657	139.017725
761.00	697.70	-1431.0	35748.39163194	1048.3916319	1997.8694	0.52812	20.960	35.246370	139.018050
896.20	-966.60	-2454.0	35759.86981481	1059.8698148	1997.9000	0.34996	17.073	35.231368	139.019531
611.40	2607.8	-1493.0	35775.08201389	1075.0820139	1997.9444	0.61720	23.224	35.263586	139.016406
1531.1	-1248.7	-4590.0	35782.96555556	1082.9655556	1997.9639	0.79536	28.511	35.228825	139.026497
1622.1	-1730.8	-4515.0	35790.03893519	1090.0389352	1997.9861	0.88444	31.590	35.224479	139.027507
1785.0	-1428.7	-4902.0	35790.04159722	1090.0415972	1997.9861	0.79536	28.511	35.227201	139.029297
55.700	-4214.8	-5488.0	35803.08820602	1103.0882060	1998.0194	0.70628	25.732	35.202087	139.010303
929.50	-2069.1	-3905.0	35803.19221065	1103.1922106	1998.0194	0.61720	23.224	35.221431	139.019889
773.80	1223.3	-1252.0	35803.75939815	1103.7593982	1998.0194	0.70628	25.732	35.251107	139.018180
704.80	-1456.9	-4757.0	35814.50021991	1114.5002199	1998.0500	1.0626	38.782	35.226949	139.017432
1522.3	1044.2	-2319.0	35822.26710648	1122.2671065	1998.0722	1.0626	38.782	35.249491	139.026416
310.90	3001.4	-481.00	35823.23209491	1123.2320949	1998.0750	-0.0063600	11.328	35.267131	139.013102
1087.3	-578.60	-4762.0	35826.72425926	1126.7242593	1998.0833	0.97352	35.002	35.234863	139.021631
741.60	-1584.0	-4611.0	35828.81596065	1128.8159606	1998.0861	0.70628	25.732	35.225802	139.017839
912.10	1540.6	-1186.0	35842.19773148	1142.1977315	1998.1250	0.43904	18.917	35.253967	139.019710
-1559.9	-480.70	-805.00	35843.86270833	1143.8627083	1998.1278	0.34996	17.073	35.235746	138.992546
595.30	-4833.6	-3168.0	35855.24893519	1155.2489352	1998.1667	0.52812	20.960	35.196513	139.016227
1084.0	1510.1	-1154.0	35864.97164352	1164.9716435	1998.1917	0.34996	17.073	35.253691	139.021598
591.00	1785.3	-1139.0	35864.97495370	1164.9749537	1998.1917	0.70628	25.732	35.256173	139.016178
1120.5	-1085.8	-1945.0	35869.07134259	1169.0713426	1998.2056	0.61720	23.224	35.230294	139.021989
837.30	2310.7	-1761.0	35874.28295139	1174.2829514	1998.2194	1.1517	42.970	35.260909	139.018880
2446.6	-412.00	261.00	35874.37587963	1174.3758796	1998.2194	0.61720	23.224	35.236365	139.036556
635.40	-1244.2	-3918.0	35886.85627315	1186.8562731	1998.2500	1.0626	38.782	35.228866	139.016667
616.70	-1277.5	-3938.0	35886.85777778	1186.8577778	1998.2500	1.5971	71.758	35.228564	139.016455
-2692.4	-1359.2	-792.00	35887.44885417	1187.4488542	1998.2528	1.2408	47.611	35.227828	138.980111
423.90	-3144.5	-2213.0	35898.23763889	1198.2376389	1998.2833	1.3298	52.753	35.211735	139.014339
481.50	-3130.8	-2152.0	35898.23833333	1198.2383333	1998.2833	1.2408	47.611	35.211861	139.014974
646.20	-3137.6	-2888.0	35898.23863426	1198.2386343	1998.2833	0.61720	23.224	35.211800	139.016781
1240.2	-2313.2	-1133.0	35898.24004630	1198.2400463	1998.2833	2.0425	119.83	35.219230	139.023307
752.80	-2948.1	-1032.0	35898.24109954	1198.2410995	1998.2833	2.0425	119.83	35.213509	139.017952
551.20	-3295.4	-2448.0	35898.24187500	1198.2418750	1998.2833	1.6862	79.508	35.210376	139.015739
481.50	-3183.0	-2116.0	35898.24259259	1198.2425926	1998.2833	0.97352	35.002	35.211389	139.014974
418.40	-3328.1	-2026.0	35898.24869213	1198.2486921	1998.2833	0.52812	20.960	35.210083	139.014274
621.90	-3031.9	-2145.0	35898.83274306	1198.8327431	1998.2833	1.6862	79.508	35.212752	139.016520
1094.1	-919.90	-3916.0	35910.30047454	1210.3004745	1998.3167	0.88444	31.590	35.231787	139.021696
236.10	4028.1	-709.00	35915.12182870	1215.1218287	1998.3306	1.4189	58.451	35.276388	139.012272
588.10	3826.2	-324.00	35915.87031250	1215.8703125	1998.3306	0.79536	28.511	35.274569	139.016146
-411.00	5050.7	-456.00	35915.92583333	1215.9258333	1998.3306	0.70628	25.732	35.285604	139.005176
433.00	4509.8	-1958.0	35916.14024306	1216.1402431	1998.3333	0.70628	25.732	35.280729	139.014437
500.00	4601.7	-1880.0	35916.14059028	1216.1405903	1998.3333	0.61720	23.224	35.281555	139.015186
-816.70	5134.5	-521.00	35916.80851852	1216.8085185	1998.3333	1.0626	38.782	35.286361	139.000716
-846.20	5094.3	-469.00	35918.23766204	1218.2376620	1998.3389	0.97352	35.002	35.285999	139.000391
628.30	3798.2	-307.00	35920.72361111	1220.7236111	1998.3444	1.5971	71.758	35.274312	139.016585
411.00	3807.0	-369.00	35920.74630787	1220.7463079	1998.3444	0.34996	17.073	35.274394	139.014193
440.90	3839.6	-1217.0	35920.93870370	1220.9387037	1998.3444	0.43904	18.917	35.274687	139.014535
493.60	3856.1	-1223.0	35921.47074074	1221.4707407	1998.3472	1.2408	47.611	35.274837	139.015104
-774.60	5466.3	-778.00	35921.68527778	1221.6852778	1998.3472	0.88444	31.590	35.289351	139.001172
-606.40	5358.8	-1142.0	35921.70435185	1221.7043518	1998.3472	1.2408	47.611	35.288383	139.003027
-315.10	5639.8	-1093.0	35921.84746528	1221.8474653	1998.3472	1.6862	79.508	35.290914	139.006217
330.50	4033.2	-1167.0	35921.85495370	1221.8549537	1998.3472	0.34996	17.073	35.276432	139.013314
-785.10	5398.4	-716.00	35921.86899306	1221.8689931	1998.3472	1.5080	64.763	35.288737	139.001058
329.30	3984.4	-1267.0	35922.04053241	1222.0405324	1998.3500	0.61720	23.224	35.275993	139.013298
308.30	3930.0	-1075.0	35922.08858796	1222.0885880	1998.3500	1.1517	42.970	35.275500	139.013070
504.50	3804.5	-1300.0	35922.18093750	1222.1809375	1998.3500	0.17180	13.907	35.274369	139.015234
285.70	4021.0	-1176.0	35922.23092593	1222.2309259	1998.3500	1.2408	47.611	35.276322	139.012826
282.30	4023.3	-1183.0	35922.23210648	1222.2321065	1998.3500	0.97352	35.002	35.276343	139.012793
273.00	4016.7	-1194.0	35922.23310185	1222.2331018	1998.3500	0.70628	25.732	35.276286	139.012679
407.70	3873.1	-1219.0	35922.31067130	1222.3106713	1998.3500	1.3298	52.753	35.274992	139.014160
409.40	3859.7	-1266.0	35922.31502315	1222.3150231	1998.3500	1.1517	42.970	35.274870	139.014176
-225.00	4049.8	-1110.0	35922.88589120	1222.8858912	1998.3500	0.52812	20.960	35.276583	139.007210
1855.0	-2175.6	-5307.0	35925.75805556	1225.7580556	1998.3583	0.97352	35.002	35.220471	139.030062
210.10	4357.4	-1466.0	35926.11037037	1226.1103704	1998.3611	0.70628	25.732	35.279354	139.011995
185.70	4196.5	-1405.0	35926.84208333	1226.8420833	1998.3611	1.0626	38.782	35.277905	139.011719
299.20	4228.7	-1353.0	35926.93106481	1226.9310648	1998.3611	0.79536	28.511	35.278194	139.012972
220.50	4284.5	-1322.0	35926.96620370	1226.9662037	1998.3611	0.79536	28.511	35.278699	139.012109
352.00	4215.6	-1390.0	35926.99365741	1226.9936574	1998.3611	1.4189	58.451	35.278076	139.013558
465.50	4273.1	-1357.0	35927.01755787	1227.0175579	1998.3639	0.43904	18.917	35.278593	139.014795
227.20	4226.0	-1409.0	35927.02305556	1227.0230556	1998.3639	1.0626	38.782	35.278170	139.012174
-527.60	-4537.1	-5401.0	35928.39349537	1228.3934954	1998.3667	2.0425	119.83	35.199186	139.003890
-894.80	-255.80	-712.00	35930.65255787	1230.6525579	1998.3722	0.97352	35.002	35.237773	138.999854
-817.20	-470.60	-1063.0	35931.34435185	1231.3443518	1998.3750	1.0626	38.782	35.235840	139.000700
1013.8	4081.2	-455.00	35935.87520833	1235.8752083	1998.3861	1.3298	52.753	35.276868	139.020817
-445.60	-546.10	-1428.0	35937.01368056	1237.0136806	1998.3917	0.082720	12.551	35.235156	139.004785
-1908.1	-470.30	-2350.0	35948.02379630	1248.0237963	1998.4194	0.97352	35.002	35.235840	138.988721
